Date,Symbol,Open,High,Low,Close
2024-11-10 00:00:00,ADA,0.4915188145023014,0.6501202224998947,0.4915188145023014,0.5899544162995098
2024-11-09 00:00:00,ADA,0.4418806944664942,0.4887513777736472,0.4280058465895789,0.488200160996172
2024-11-08 00:00:00,ADA,0.4055821603022435,0.4573236802879897,0.4052402319209822,0.4427754980524215
2024-11-07 00:00:00,ADA,0.3632131457025406,0.4038710470702924,0.3616147945501301,0.4038710470702924
2024-11-06 00:00:00,ADA,0.3343721738037921,0.3645620432714535,0.3338868494414967,0.3631675872362299
2024-11-05 00:00:00,ADA,0.3266500654929102,0.3379222868788092,0.3266500654929102,0.3336521972455296
2024-11-04 00:00:00,ADA,0.3333220127505905,0.3360277298372099,0.3214358046294352,0.3258501843544813
2024-11-03 00:00:00,ADA,0.347710785337616,0.347710785337616,0.3282421934198296,0.3347086441326319
2024-11-02 00:00:00,ADA,0.3593797174135935,0.3632119668163014,0.3456278216264374,0.3478764792126228
2024-11-01 00:00:00,ADA,0.3419256805129319,0.3613422473187851,0.3351297171962145,0.3571229357463589
2024-10-31 00:00:00,ADA,0.3564790284595856,0.3605027937951914,0.3408229690886731,0.3418811346761236
2024-10-30 00:00:00,ADA,0.3569837514666712,0.3629375438220601,0.3512089471445243,0.3552210077707837
2024-10-29 00:00:00,ADA,0.3437355512546138,0.3562450012854412,0.3434575463432484,0.3553506490312655
2024-10-28 00:00:00,ADA,0.3413917793915417,0.3471891191403843,0.3324632850245046,0.3437134771726391
2024-10-27 00:00:00,ADA,0.3342097043261148,0.3427286496088916,0.3320834055870873,0.3409306390002688
2024-10-26 00:00:00,ADA,0.3229326375784786,0.3348515876923978,0.321838842508306,0.3341708113009966
2024-10-25 00:00:00,ADA,0.3468381617473114,0.3470252362469412,0.3204289841827667,0.3243840256124962
2024-10-24 00:00:00,ADA,0.3495405228576205,0.3543957738147096,0.3406973470097634,0.3466197837333977
2024-10-23 00:00:00,ADA,0.3646105564621089,0.3676698255323683,0.3434893591142701,0.350270795008703
2024-10-22 00:00:00,ADA,0.3621079277465577,0.3672829119600599,0.356340198071727,0.3637977520585304
2024-10-21 00:00:00,ADA,0.3654733433182575,0.3709226577535127,0.3535224781234508,0.3611098727974541
2024-10-20 00:00:00,ADA,0.3513876722814897,0.3645797497854147,0.3484171846500543,0.364347786703851
2024-10-19 00:00:00,ADA,0.3504124000464991,0.3562952988318008,0.3495589831106002,0.3514807253695069
2024-10-18 00:00:00,ADA,0.343060453838395,0.3522119532927674,0.3428070055539567,0.3503943062448051
